"HBCJHM","HBZQDM","HBHTXH","HBGDDM","HBCJSL","HBCJJG","HBDFXW","HBDFGD","HBCJSJ","HBCJRQ","HBYWLB","HBCDYY","HBMARK","HBBYBZ"
"01149447","000911","0694002008102200000030","0899043679",1600,12.81,"","","09555104","2009/3/17","0B","","",""
"01149452","000911","0694002008102200000031","0899043679",5000,12.81,"","","09555104","2009/3/17","0B","","",""
"01157588","000911","0694002008102200000064","0899043679",400,12.81,"","","09560521","2009/3/17","0B","","",""
"01157589","000911","0694002008102200000064","0899043679",100,12.81,"","","09560521","2009/3/17","0B","","",""
"01157590","000911","0694002008102200000064","0899043679",1199,12.81,"","","09560521","2009/3/17","0B","","",""
"01158907","000911","0694002008102200000064","0899043679",1700,12.81,"","","09560754","2009/3/17","0B","","",""
"01159161","000911","0694002008102200000064","0899043679",400,12.81,"","","09560808","2009/3/17","0B","","",""
"01160917","000911","0694002008102200000064","0899043679",1201,12.81,"","","09561089","2009/3/17","0B","","",""
"01163954","000869","0694002008102200000065","0899043679",620,43.55,"","","09561662","2009/3/17","0B","","",""
"01163955","000869","0694002008102200000065","0899043679",4000,43.55,"","","09561662","2009/3/17","0B","","",""
"01181447","000869","0694002008102200000065","0899043679",380,43.55,"","","09564862","2009/3/17","0B","","",""
"01203865","000869","0694002008102200000035","0899043679",100,43.55,"","","09573202","2009/3/17","0B","","",""
"01215027","000869","0694002008102200000035","0899043679",50,43.55,"","","09575301","2009/3/17","0B","","",""
"01217738","000911","0694002008102200000069","0899043679",6300,12.81,"","","09575842","2009/3/17","0B","","",""
"01217739","000911","0694002008102200000069","0899043679",13700,12.81,"","","09575842","2009/3/17","0B","","",""
"01235530","000911","0694002008102200000072","0899043679",350,12.81,"","","09583293","2009/3/17","0B","","",""
"01235531","000911","0694002008102200000072","0899043679",100,12.81,"","","09583293","2009/3/17","0B","","",""
"01235532","000911","0694002008102200000072","0899043679",400,12.81,"","","09583293","2009/3/17","0B","","",""
"01236802","000911","0694002008102200000072","0899043679",400,12.81,"","","09583533","2009/3/17","0B","","",""
"01247448","000911","0694002008102200000073","0899043679",300,12.81,"","","09585618","2009/3/17","0B","","",""
"01266816","000911","0694002008102200000073","0899043679",4700,12.81,"","","09593469","2009/3/17","0B","","",""
"01274394","000911","0694002008102200000072","0899043679",1000,12.81,"","","09594961","2009/3/17","0B","","",""
"01275806","000911","0694002008102200000072","0899043679",800,12.81,"","","09595220","2009/3/17","0B","","",""
"01276122","000911","0694002008102200000077","0899043679",12399,12.81,"","","09595301","2009/3/17","0B","","",""
"01303546","000911","0694002008102200000080","0899043679",5000,12.81,"","","10004836","2009/3/17","0B","","",""
"01303547","000911","0694002008102200000081","0899043679",5100,12.81,"","","10004836","2009/3/17","0B","","",""
"01312859","000911","0694002008102200000081","0899043679",200,12.81,"","","10010739","2009/3/17","0B","","",""
"01316259","000869","0694002008102200000086","0899043679",20,43.55,"","","10011416","2009/3/17","0B","","",""
"01316360","000869","0694002008102200000086","0899043679",400,43.55,"","","10011437","2009/3/17","0B","","",""
"01329427","000911","0694002008102200000081","0899043679",600,12.81,"","","10014061","2009/3/17","0B","","",""
"01363961","000869","0694002008102200000086","0899043679",10,43.55,"","","10025283","2009/3/17","0B","","",""
"01365915","000869","0694002008102200000092","0899043679",200,43.55,"","","10025685","2009/3/17","0B","","",""
"01396304","000911","0694002008102200000081","0899043679",2100,12.81,"","","10035853","2009/3/17","0B","","",""
"01396315","000911","0694002008102200000082","0899043679",5000,12.81,"","","10035853","2009/3/17","0B","","",""
"01396317","000911","0694002008102200000083","0899043679",5000,12.81,"","","10035853","2009/3/17","0B","","",""
"01396320","000911","0694002008102200000077","0899043679",7601,12.81,"","","10035853","2009/3/17","0B","","",""
"01396324","000911","0694002008102200000072","0899043679",1950,12.81,"","","10035853","2009/3/17","0B","","",""
"01396336","000911","0694002008102200000071","0899043679",5000,12.81,"","","10035853","2009/3/17","0B","","",""
"01419275","000911","0694002008102200000070","0899043679",1200,12.81,"","","10044302","2009/3/17","0B","","",""
"01454502","000911","0694002008102200000105","0899043679",2000,12.81,"","","10055395","2009/3/17","0B","","",""
"01457036","000911","0694002008102200000106","0899043679",14849,12.81,"","","10055880","2009/3/17","0B","","",""
"01457037","000911","0694002008102200000106","0899043679",2800,12.81,"","","10055880","2009/3/17","0B","","",""
"01457826","000911","0694002008102200000106","0899043679",2351,12.81,"","","10060050","2009/3/17","0B","","",""
"01459828","000911","0694002008102200000070","0899043679",2249,12.81,"","","10060430","2009/3/17","0B","","",""
"01461933","000911","0694002008102200000108","0899043679",1900,12.81,"","","10060852","2009/3/17","0B","","",""
"01468089","000911","0694002008102200000108","0899043679",1600,12.81,"","","10062074","2009/3/17","0B","","",""
"01480883","000911","0694002008102200000108","0899043679",1500,12.81,"","","10064494","2009/3/17","0B","","",""
"01480884","000911","0694002008102200000109","0899043679",1500,12.81,"","","10064494","2009/3/17","0B","","",""
"01481610","000911","0694002008102200000109","0899043679",100,12.81,"","","10064618","2009/3/17","0B","","",""
"01482005","000911","0694002008102200000109","0899043679",300,12.81,"","","10064697","2009/3/17","0B","","",""
"01483034","000911","0694002008102200000109","0899043679",5600,12.81,"","","10064867","2009/3/17","0B","","",""
"01484865","000911","0694002008102200000109","0899043679",200,12.81,"","","10065203","2009/3/17","0B","","",""
"01485554","000911","0694002008102200000109","0899043679",1000,12.81,"","","10065312","2009/3/17","0B","","",""
"01494018","000911","0694002008102200000109","0899043679",300,12.81,"","","10070869","2009/3/17","0B","","",""
"01504290","000911","0694002008102200000070","0899043679",1551,12.81,"","","10072677","2009/3/17","0B","","",""
"01511159","000911","0694002008102200000115","0899043679",1449,12.81,"","","10073920","2009/3/17","0B","","",""
"01511160","000911","0694002008102200000115","0899043679",200,12.81,"","","10073920","2009/3/17","0B","","",""
"01511161","000911","0694002008102200000115","0899043679",100,12.81,"","","10073920","2009/3/17","0B","","",""
"01511162","000911","0694002008102200000115","0899043679",1000,12.81,"","","10073920","2009/3/17","0B","","",""
"01511163","000911","0694002008102200000115","0899043679",500,12.81,"","","10073920","2009/3/17","0B","","",""
"01511164","000911","0694002008102200000115","0899043679",1000,12.81,"","","10073920","2009/3/17","0B","","",""
"01511165","000911","0694002008102200000115","0899043679",500,12.81,"","","10073920","2009/3/17","0B","","",""
"01518416","000911","0694002008102200000115","0899043679",251,12.81,"","","10075135","2009/3/17","0B","","",""
"01533864","000911","0694002008102200000120","0899043679",300,12.81,"","","10081650","2009/3/17","0B","","",""
"01533865","000911","0694002008102200000120","0899043679",800,12.81,"","","10081650","2009/3/17","0B","","",""
"01533866","000911","0694002008102200000120","0899043679",800,12.81,"","","10081650","2009/3/17","0B","","",""
"01534480","000911","0694002008102200000120","0899043679",1000,12.81,"","","10081722","2009/3/17","0B","","",""
"01535878","000911","0694002008102200000120","0899043679",300,12.81,"","","10081980","2009/3/17","0B","","",""
"01536110","000911","0694002008102200000120","0899043679",300,12.81,"","","10082016","2009/3/17","0B","","",""
"01537117","000911","0694002008102200000120","0899043679",800,12.81,"","","10082198","2009/3/17","0B","","",""
"01537730","000911","0694002008102200000120","0899043679",1500,12.81,"","","10082306","2009/3/17","0B","","",""
"01541684","000911","0694002008102200000120","0899043679",1500,12.81,"","","10082920","2009/3/17","0B","","",""
"01546282","000911","0694002008102200000120","0899043679",1700,12.81,"","","10083685","2009/3/17","0B","","",""
"01546283","000911","0694002008102200000124","0899043679",4600,12.81,"","","10083685","2009/3/17","0B","","",""
"01547256","000911","0694002008102200000124","0899043679",100,12.81,"","","10083846","2009/3/17","0B","","",""
"01553006","000911","0694002008102200000124","0899043679",300,12.81,"","","10084811","2009/3/17","0B","","",""
"01553342","000911","0694002008102200000122","0899043679",500,12.81,"","","10084869","2009/3/17","0B","","",""
"01568236","000911","0694002008102200000122","0899043679",250,12.81,"","","10091352","2009/3/17","0B","","",""
"01571401","000911","0694002008102200000122","0899043679",1500,12.81,"","","10091859","2009/3/17","0B","","",""
"01572180","000911","0694002008102200000122","0899043679",2000,12.81,"","","10091998","2009/3/17","0B","","",""
"01572856","000911","0694002008102200000122","0899043679",500,12.81,"","","10092106","2009/3/17","0B","","",""
"01574082","000911","0694002008102200000122","0899043679",100,12.81,"","","10092321","2009/3/17","0B","","",""
"01575110","000911","0694002008102200000122","0899043679",150,12.81,"","","10092492","2009/3/17","0B","","",""
"01577453","000911","0694002008102200000121","0899043679",1000,12.81,"","","10092862","2009/3/17","0B","","",""
"01580891","000869","0694002008102200000092","0899043679",100,43.55,"","","10093419","2009/3/17","0B","","",""
"01585558","000911","0694002008102200000121","0899043679",1000,12.81,"","","10094155","2009/3/17","0B","","",""
"01589221","000869","0694002008102200000092","0899043679",100,43.55,"","","10094733","2009/3/17","0B","","",""
"01589225","000911","0694002008102200000121","0899043679",800,12.81,"","","10094741","2009/3/17","0B","","",""
"01589344","000911","0694002008102200000121","0899043679",1000,12.81,"","","10094763","2009/3/17","0B","","",""
"01591534","000911","0694002008102200000121","0899043679",100,12.81,"","","10095046","2009/3/17","0B","","",""
"01592880","000911","0694002008102200000121","0899043679",1100,12.81,"","","10095283","2009/3/17","0B","","",""
"01595376","000869","0694002008102200000092","0899043679",200,43.55,"","","10095700","2009/3/17","0B","","",""
"01600155","000911","0694002008102200000123","0899043679",2000,12.81,"","","10100511","2009/3/17","0B","","",""
"01602381","000869","0694002008102200000092","0899043679",150,43.55,"","","10100858","2009/3/17","0B","","",""
"01610706","000869","0694002008102200000092","0899043679",100,43.55,"","","10102249","2009/3/17","0B","","",""
"01613224","000911","0694002008102200000123","0899043679",200,12.81,"","","10102668","2009/3/17","0B","","",""
"01613964","000911","0694002008102200000123","0899043679",2800,12.81,"","","10102806","2009/3/17","0B","","",""
"01620216","000869","0694002008102200000133","0899043679",780,43.55,"","","10103758","2009/3/17","0B","","",""
"01620217","000869","0694002008102200000133","0899043679",100,43.55,"","","10103758","2009/3/17","0B","","",""
"01620218","000869","0694002008102200000133","0899043679",100,43.55,"","","10103758","2009/3/17","0B","","",""
"01637580","000869","0694002008102200000133","0899043679",200,43.55,"","","10110810","2009/3/17","0B","","",""
"01663776","000869","0694002008102200000133","0899043679",400,43.55,"","","10115249","2009/3/17","0B","","",""
"01685270","000869","0694002008102200000133","0899043679",500,43.55,"","","10123109","2009/3/17","0B","","",""
"01700684","000911","0694002008102200000144","0899043679",47500,12.81,"","","10130002","2009/3/17","0B","","",""
"01701948","000911","0694002008102200000144","0899043679",300,12.81,"","","10130246","2009/3/17","0B","","",""
"01703299","000911","0694002008102200000144","0899043679",300,12.81,"","","10130496","2009/3/17","0B","","",""
"01704395","000911","0694002008102200000144","0899043679",700,12.81,"","","10130696","2009/3/17","0B","","",""
"01705124","000911","0694002008102200000144","0899043679",100,12.81,"","","10130813","2009/3/17","0B","","",""
"01707824","000911","0694002008102200000144","0899043679",1000,12.81,"","","10131292","2009/3/17","0B","","",""
"01708955","000911","0694002008102200000144","0899043679",100,12.81,"","","10131502","2009/3/17","0B","","",""
"01711237","000911","0694002008102200000145","0899043679",49,12.81,"","","10131910","2009/3/17","0B","","",""
"01711238","000911","0694002008102200000145","0899043679",2000,12.81,"","","10131910","2009/3/17","0B","","",""
"01711239","000911","0694002008102200000145","0899043679",200,12.81,"","","10131910","2009/3/17","0B","","",""
"01727936","000911","0694002008102200000145","0899043679",1100,12.81,"","","10134876","2009/3/17","0B","","",""
"01728925","000911","0694002008102200000145","0899043679",1000,12.81,"","","10135061","2009/3/17","0B","","",""
"01729860","000911","0694002008102200000145","0899043679",200,12.81,"","","10135272","2009/3/17","0B","","",""
"01732273","000911","0694002008102200000145","0899043679",451,12.81,"","","10135706","2009/3/17","0B","","",""
"01735247","000869","0694002008102200000133","0899043679",100,43.55,"","","10140258","2009/3/17","0B","","",""
"01749541","000869","0694002008102200000133","0899043679",100,43.55,"","","10142903","2009/3/17","0B","","",""
"01755449","000911","0694002008102200000149","0899043679",1449,12.81,"","","10144046","2009/3/17","0B","","",""
"01755450","000911","0694002008102200000149","0899043679",1200,12.81,"","","10144046","2009/3/17","0B","","",""
"01755451","000911","0694002008102200000149","0899043679",1000,12.81,"","","10144046","2009/3/17","0B","","",""
"01755452","000911","0694002008102200000149","0899043679",1800,12.81,"","","10144046","2009/3/17","0B","","",""
"01755453","000911","0694002008102200000149","0899043679",200,12.81,"","","10144046","2009/3/17","0B","","",""
"01755454","000911","0694002008102200000149","0899043679",500,12.81,"","","10144046","2009/3/17","0B","","",""
"01755455","000911","0694002008102200000149","0899043679",300,12.81,"","","10144046","2009/3/17","0B","","",""
"01755456","000911","0694002008102200000149","0899043679",300,12.81,"","","10144046","2009/3/17","0B","","",""
"01755457","000911","0694002008102200000149","0899043679",5000,12.81,"","","10144046","2009/3/17","0B","","",""
"01755458","000911","0694002008102200000149","0899043679",600,12.81,"","","10144046","2009/3/17","0B","","",""
"01755459","000911","0694002008102200000149","0899043679",600,12.81,"","","10144046","2009/3/17","0B","","",""
"01755460","000911","0694002008102200000149","0899043679",2800,12.81,"","","10144046","2009/3/17","0B","","",""
"01755664","000911","0694002008102200000149","0899043679",1000,12.81,"","","10144093","2009/3/17","0B","","",""
"01756687","000911","0694002008102200000149","0899043679",400,12.81,"","","10144261","2009/3/17","0B","","",""
"01758338","000911","0694002008102200000149","0899043679",500,12.81,"","","10144575","2009/3/17","0B","","",""
"01759000","000911","0694002008102200000149","0899043679",2351,12.81,"","","10144704","2009/3/17","0B","","",""
"01759002","000911","0694002008102200000150","0899043679",549,12.81,"","","10144704","2009/3/17","0B","","",""
"01759719","000911","0694002008102200000150","0899043679",1000,12.81,"","","10144854","2009/3/17","0B","","",""
"01761028","000911","0694002008102200000151","0899043679",3000,12.81,"","","10145096","2009/3/17","0B","","",""
"01763251","000911","0694002008102200000151","0899043679",2000,12.81,"","","10145540","2009/3/17","0B","","",""
"01763252","000911","0694002008102200000150","0899043679",600,12.81,"","","10145540","2009/3/17","0B","","",""
"01764094","000911","0694002008102200000150","0899043679",100,12.81,"","","10145684","2009/3/17","0B","","",""
"01764631","000911","0694002008102200000150","0899043679",1750,12.81,"","","10145793","2009/3/17","0B","","",""
"01767038","000911","0694002008102200000153","0899043679",200,12.81,"","","10150214","2009/3/17","0B","","",""
"01767039","000911","0694002008102200000153","0899043679",200,12.81,"","","10150214","2009/3/17","0B","","",""
"01767040","000911","0694002008102200000153","0899043679",1000,12.81,"","","10150214","2009/3/17","0B","","",""
"01767041","000911","0694002008102200000153","0899043679",100,12.81,"","","10150214","2009/3/17","0B","","",""
"01767042","000911","0694002008102200000153","0899043679",500,12.81,"","","10150214","2009/3/17","0B","","",""
"01771975","000911","0694002008102200000153","0899043679",500,12.81,"","","10151167","2009/3/17","0B","","",""
"01775438","000911","0694002008102200000153","0899043679",300,12.81,"","","10151804","2009/3/17","0B","","",""
"01781302","000911","0694002008102200000153","0899043679",300,12.81,"","","10152908","2009/3/17","0B","","",""
"01781487","000911","0694002008102200000153","0899043679",1000,12.81,"","","10152937","2009/3/17","0B","","",""
"01781612","000869","0694002008102200000133","0899043679",1000,43.55,"","","10152960","2009/3/17","0B","","",""
"01782317","000869","0694002008102200000133","0899043679",1000,43.55,"","","10153087","2009/3/17","0B","","",""
"01788879","000869","0694002008102200000133","0899043679",200,43.55,"","","10154301","2009/3/17","0B","","",""
"01795507","000869","0694002008102200000133","0899043679",100,43.55,"","","10155548","2009/3/17","0B","","",""
"01800381","000911","0694002008102200000153","0899043679",900,12.81,"","","10160482","2009/3/17","0B","","",""
"01800382","000911","0694002008102200000154","0899043679",500,12.81,"","","10160482","2009/3/17","0B","","",""
"01804933","000911","0694002008102200000154","0899043679",2600,12.81,"","","10161299","2009/3/17","0B","","",""
"01813200","000911","0694002008102200000154","0899043679",1000,12.81,"","","10162857","2009/3/17","0B","","",""
"01813628","000911","0694002008102200000154","0899043679",1000,12.81,"","","10162937","2009/3/17","0B","","",""
"01818036","000911","0694002008102200000154","0899043679",200,12.81,"","","10163744","2009/3/17","0B","","",""
"01819283","000911","0694002008102200000154","0899043679",100,12.81,"","","10163990","2009/3/17","0B","","",""
"01824839","000911","0694002008102200000154","0899043679",500,12.81,"","","10165032","2009/3/17","0B","","",""
"01828223","000911","0694002008102200000154","0899043679",100,12.81,"","","10165655","2009/3/17","0B","","",""
"01831525","000911","0694002008102200000154","0899043679",1000,12.81,"","","10170289","2009/3/17","0B","","",""
"01835901","000911","0694002008102200000154","0899043679",2000,12.81,"","","10171113","2009/3/17","0B","","",""
"01840504","000911","0694002008102200000154","0899043679",3000,12.81,"","","10171968","2009/3/17","0B","","",""
"01848066","000911","0694002008102200000150","0899043679",1001,12.81,"","","10173253","2009/3/17","0B","","",""
"01855581","000869","0694002008102200000133","0899043679",400,43.55,"","","10174625","2009/3/17","0B","","",""
"01859260","000911","0694002008102200000152","0899043679",400,12.81,"","","10175261","2009/3/17","0B","","",""
"01860494","000911","0694002008102200000152","0899043679",1000,12.81,"","","10175472","2009/3/17","0B","","",""
"01866664","000911","0694002008102200000152","0899043679",9,12.81,"","","10180582","2009/3/17","0B","","",""
"01875414","000911","0694002008102200000152","0899043679",100,12.81,"","","10182235","2009/3/17","0B","","",""
"01875689","000869","0694002008102200000133","0899043679",20,43.55,"","","10182292","2009/3/17","0B","","",""
"01876537","000869","0694002008102200000133","0899043679",200,43.55,"","","10182444","2009/3/17","0B","","",""
"01880981","000911","0694002008102200000152","0899043679",3491,12.81,"","","10183268","2009/3/17","0B","","",""
"01929539","000869","0694002008102200000171","0899043679",600,43.55,"","","10200542","2009/3/17","0B","","",""
"01947921","000911","0694002008102200000174","0899043679",1741,12.81,"","","10203969","2009/3/17","0B","","",""
"01947922","000911","0694002008102200000174","0899043679",1000,12.81,"","","10203969","2009/3/17","0B","","",""
"01951870","000911","0694002008102200000175","0899043679",400,12.81,"","","10204712","2009/3/17","0B","","",""
"01951871","000911","0694002008102200000175","0899043679",500,12.81,"","","10204712","2009/3/17","0B","","",""
"01951872","000911","0694002008102200000175","0899043679",11415,12.81,"","","10204712","2009/3/17","0B","","",""
"01951873","000911","0694002008102200000175","0899043679",999,12.81,"","","10204712","2009/3/17","0B","","",""
"01951874","000911","0694002008102200000175","0899043679",20000,12.81,"","","10204712","2009/3/17","0B","","",""
"01951875","000911","0694002008102200000175","0899043679",300,12.81,"","","10204712","2009/3/17","0B","","",""
"01957604","000911","0694002008102200000175","0899043679",500,12.81,"","","10205763","2009/3/17","0B","","",""
"01961061","000911","0694002008102200000176","0899043679",41200,12.81,"","","10210387","2009/3/17","0B","","",""
"01961062","000911","0694002008102200000176","0899043679",500,12.81,"","","10210387","2009/3/17","0B","","",""
"01961063","000911","0694002008102200000176","0899043679",1700,12.81,"","","10210387","2009/3/17","0B","","",""
"01961064","000911","0694002008102200000176","0899043679",300,12.81,"","","10210387","2009/3/17","0B","","",""
"01961065","000911","0694002008102200000176","0899043679",200,12.81,"","","10210387","2009/3/17","0B","","",""
"01961066","000911","0694002008102200000176","0899043679",6100,12.81,"","","10210387","2009/3/17","0B","","",""
"01966384","000869","0694002008102200000171","0899043679",200,43.55,"","","10211377","2009/3/17","0B","","",""
"01968458","000911","0694002008102200000175","0899043679",600,12.81,"","","10211756","2009/3/17","0B","","",""
"01973005","000911","0694002008102200000175","0899043679",286,12.81,"","","10212569","2009/3/17","0B","","",""
"01996349","000911","0694002008102200000181","0899043679",1114,12.81,"","","10220970","2009/3/17","0B","","",""
"01996350","000911","0694002008102200000181","0899043679",1000,12.81,"","","10220970","2009/3/17","0B","","",""
"01996351","000911","0694002008102200000181","0899043679",2886,12.81,"","","10220970","2009/3/17","0B","","",""
"02000953","000911","0694002008102200000182","0899043679",2039,12.81,"","","10221848","2009/3/17","0B","","",""
"02004193","000911","0694002008102200000182","0899043679",400,12.81,"","","10222436","2009/3/17","0B","","",""
"02087055","000869","0694002008102200000171","0899043679",100,43.55,"","","10252175","2009/3/17","0B","","",""
"02088236","000911","0694002008102200000182","0899043679",200,12.81,"","","10252438","2009/3/17","0B","","",""
"02100586","000869","0694002008102200000171","0899043679",100,43.55,"","","10255267","2009/3/17","0B","","",""
"02111386","000911","0694002008102200000182","0899043679",900,12.81,"","","10261696","2009/3/17","0B","","",""
"02111502","000911","0694002008102200000182","0899043679",500,12.81,"","","10261726","2009/3/17","0B","","",""
"02122527","000911","0694002008102200000182","0899043679",600,12.81,"","","10264137","2009/3/17","0B","","",""
"02124386","000911","0694002008102200000182","0899043679",800,12.81,"","","10264519","2009/3/17","0B","","",""
"02124921","000911","0694002008102200000182","0899043679",200,12.81,"","","10264640","2009/3/17","0B","","",""
"02133483","000911","0694002008102200000182","0899043679",200,12.81,"","","10270440","2009/3/17","0B","","",""
"02136787","000911","0694002008102200000182","0899043679",600,12.81,"","","10271201","2009/3/17","0B","","",""
"02146530","000911","0694002008102200000182","0899043679",2561,12.81,"","","10273378","2009/3/17","0B","","",""
"02157884","000911","0694002008102200000194","0899043679",5000,12.81,"","","10275968","2009/3/17","0B","","",""
"02166945","000911","0694002008102200000212","0899043679",1300,12.81,"","","10282061","2009/3/17","0B","","",""
"02166946","000911","0694002008102200000212","0899043679",539,12.81,"","","10282061","2009/3/17","0B","","",""
"02173384","000911","0694002008102200000212","0899043679",1000,12.81,"","","10283513","2009/3/17","0B","","",""
"02173801","000911","0694002008102200000212","0899043679",1100,12.81,"","","10283620","2009/3/17","0B","","",""
"02179161","000911","0694002008102200000212","0899043679",1061,12.81,"","","10284653","2009/3/17","0B","","",""
"02179162","000911","0694002008102200000213","0899043679",239,12.81,"","","10284653","2009/3/17","0B","","",""
"02180835","000911","0694002008102200000213","0899043679",100,12.81,"","","10285064","2009/3/17","0B","","",""
"02187024","000911","0694002008102200000213","0899043679",300,12.81,"","","10290467","2009/3/17","0B","","",""
"02187570","000911","0694002008102200000213","0899043679",200,12.81,"","","10290620","2009/3/17","0B","","",""
"02200894","000911","0694002008102200000213","0899043679",4700,12.81,"","","10293534","2009/3/17","0B","","",""
"02204791","000911","0694002008102200000213","0899043679",3000,12.81,"","","10294330","2009/3/17","0B","","",""
"02375103","000911","0694002008102200000213","0899043679",300,12.81,"","","10350534","2009/3/17","0B","","",""
"02377643","000911","0694002008102200000213","0899043679",2900,12.81,"","","10351048","2009/3/17","0B","","",""
"02380743","000911","0694002008102200000213","0899043679",261,12.81,"","","10351617","2009/3/17","0B","","",""
"02396753","000911","0694002008102200000214","0899043679",200,12.81,"","","10354676","2009/3/17","0B","","",""
"02419940","000911","0694002008102200000214","0899043679",4800,12.81,"","","10363148","2009/3/17","0B","","",""
"02419942","000911","0694002008102200000195","0899043679",5000,12.81,"","","10363148","2009/3/17","0B","","",""
"02419944","000911","0694002008102200000215","0899043679",5000,12.81,"","","10363148","2009/3/17","0B","","",""
"02431180","000911","0694002008102200000216","0899043679",500,12.81,"","","10365400","2009/3/17","0B","","",""
"02434483","000911","0694002008102200000216","0899043679",100,12.81,"","","10370011","2009/3/17","0B","","",""
"02436234","000911","0694002008102200000216","0899043679",1600,12.81,"","","10370373","2009/3/17","0B","","",""
"02436591","000911","0694002008102200000216","0899043679",1000,12.81,"","","10370438","2009/3/17","0B","","",""
"02445563","000911","0694002008102200000237","0899043679",1900,12.81,"","","10372206","2009/3/17","0B","","",""
"02445564","000911","0694002008102200000237","0899043679",539,12.81,"","","10372206","2009/3/17","0B","","",""
"02445565","000911","0694002008102200000237","0899043679",100,12.81,"","","10372206","2009/3/17","0B","","",""
"02455922","000911","0694002008102200000237","0899043679",2700,12.81,"","","10374151","2009/3/17","0B","","",""
"02468402","000911","0694002008102200000237","0899043679",100,12.81,"","","10380619","2009/3/17","0B","","",""
"02469399","000911","0694002008102200000237","0899043679",6700,12.81,"","","10380824","2009/3/17","0B","","",""
"02477183","000911","0694002008102200000237","0899043679",7961,12.81,"","","10382394","2009/3/17","0B","","",""
"02486132","000911","0694002008102200000216","0899043679",500,12.81,"","","10384218","2009/3/17","0B","","",""
"02488406","000911","0694002008102200000216","0899043679",1300,12.81,"","","10384681","2009/3/17","0B","","",""
"02488408","000911","0694002008102200000174","0899043679",600,12.81,"","","10384681","2009/3/17","0B","","",""
"02502437","000869","0694002008102200000133","0899043679",400,43.55,"","","10391588","2009/3/17","0B","","",""
"02503369","000911","0694002008102200000174","0899043679",1659,12.81,"","","10391789","2009/3/17","0B","","",""
"02518494","000869","0694002008102200000133","0899043679",300,43.55,"","","10394977","2009/3/17","0B","","",""
"02523111","000869","0694002008102200000133","0899043679",100,43.55,"","","10395889","2009/3/17","0B","","",""
"02535293","000869","0694002008102200000133","0899043679",200,43.55,"","","10402564","2009/3/17","0B","","",""
"02537376","000869","0694002008102200000241","0899043679",100,43.55,"","","10403019","2009/3/17","0B","","",""
"02537377","000869","0694002008102200000241","0899043679",100,43.55,"","","10403019","2009/3/17","0B","","",""
"02537378","000869","0694002008102200000241","0899043679",200,43.55,"","","10403019","2009/3/17","0B","","",""
"02537379","000869","0694002008102200000241","0899043679",100,43.55,"","","10403019","2009/3/17","0B","","",""
"02550403","000869","0694002008102200000241","0899043679",100,43.55,"","","10405914","2009/3/17","0B","","",""
"02558075","000911","0694002008102200000244","0899043679",9400,12.81,"","","10411650","2009/3/17","0B","","",""
"02558076","000911","0694002008102200000244","0899043679",100,12.81,"","","10411650","2009/3/17","0B","","",""
"02558077","000911","0694002008102200000244","0899043679",300,12.81,"","","10411650","2009/3/17","0B","","",""
"02559125","000911","0694002008102200000244","0899043679",500,12.81,"","","10411880","2009/3/17","0B","","",""
"02559593","000911","0694002008102200000244","0899043679",100,12.81,"","","10411977","2009/3/17","0B","","",""
"02569683","000911","0694002008102200000244","0899043679",2800,12.81,"","","10414265","2009/3/17","0B","","",""
"02603676","000911","0694002008102200000244","0899043679",200,12.81,"","","10425115","2009/3/17","0B","","",""
"02606508","000911","0694002008102200000244","0899043679",2000,12.81,"","","10425589","2009/3/17","0B","","",""
"02606845","000911","0694002008102200000244","0899043679",2000,12.81,"","","10425663","2009/3/17","0B","","",""
"02611560","000911","0694002008102200000244","0899043679",600,12.81,"","","10430445","2009/3/17","0B","","",""
"02624115","000911","0694002008102200000244","0899043679",2000,12.81,"","","10432386","2009/3/17","0B","","",""
"02656532","000869","0694002008102200000241","0899043679",200,43.55,"","","10440660","2009/3/17","0B","","",""
"02661691","000869","0694002008102200000241","0899043679",1200,43.55,"","","10441349","2009/3/17","0B","","",""
"02695602","000869","0694002008102200000133","0899043679",300,43.55,"","","10445498","2009/3/17","0B","","",""
"02702804","000869","0694002008102200000133","0899043679",100,43.55,"","","10450391","2009/3/17","0B","","",""
"02709200","000869","0694002008102200000247","0899043679",800,43.55,"","","10451179","2009/3/17","0B","","",""
"02757688","000911","0694002008102200000249","0899043679",1400,12.81,"","","10460916","2009/3/17","0B","","",""
"02757689","000911","0694002008102200000249","0899043679",300,12.81,"","","10460916","2009/3/17","0B","","",""
"02757690","000911","0694002008102200000249","0899043679",100,12.81,"","","10460916","2009/3/17","0B","","",""
"02757691","000911","0694002008102200000249","0899043679",1000,12.81,"","","10460916","2009/3/17","0B","","",""
"02757692","000911","0694002008102200000249","0899043679",12000,12.81,"","","10460916","2009/3/17","0B","","",""
"02757693","000911","0694002008102200000249","0899043679",200,12.81,"","","10460916","2009/3/17","0B","","",""
"02772660","000869","0694002008102200000247","0899043679",100,43.55,"","","10462768","2009/3/17","0B","","",""
"02868345","000869","0694002008102200000247","0899043679",20,43.55,"","","10483788","2009/3/17","0B","","",""
"02938344","000869","0694002008102200000247","0899043679",580,43.55,"","","10502948","2009/3/17","0B","","",""
"02938346","000869","0694002008102200000133","0899043679",320,43.55,"","","10502948","2009/3/17","0B","","",""
"02973088","000911","0694002008102200000255","0899043679",300,12.81,"","","10513119","2009/3/17","0B","","",""
